kind,mode,seed,method,sources,success,cleared,virtual_time_s,distance_m,measure_calls,switches,failed_clear,solver_failures,optical_fallbacks,opportunistic_measure_count,opportunistic_direction_count,opportunistic_no_signal_count,legs_selected,clear_ready_count,wall_s
uniform,4,99066,G21A,11,True,11,8018.979072594598,31594.895362973002,280,245,0,0,0,8,7,1,6,0,0.28532958030700684
uniform,4,99067,G25OR-S21,15,True,15,6727.963781449188,26329.818907245935,233,222,0,0,0,0,0,0,0,0,0.09837079048156738
uniform,4,99067,G21A,15,True,15,7243.463996538668,29352.319982693327,221,193,0,0,0,13,11,2,6,0,0.34758615493774414
uniform,4,99068,G25OR-S21,16,True,16,7451.667442493717,29753.337212468567,240,221,0,0,0,0,0,0,0,0,0.10326671600341797
uniform,4,99068,G21A,16,True,16,8420.053690146991,34705.26845073497,240,199,0,0,0,13,8,5,9,0,0.39240288734436035
uniform,4,99069,G25OR-S21,14,True,14,7199.22267106271,27691.113355313555,267,256,0,0,0,0,0,0,0,0,0.10621166229248047
uniform,4,99069,G21A,14,True,14,7638.0496049443245,30040.24802472163,266,230,0,0,0,12,10,2,9,0,0.2799696922302246
uniform,4,99070,G25OR-S21,14,True,14,6600.141032277155,25730.70516138578,232,224,0,0,0,0,0,0,0,0,0.08113312721252441
uniform,4,99070,G21A,14,True,14,7854.621086726161,32163.1054336308,229,207,0,0,0,14,13,1,10,0,0.44762134552001953
uniform,4,99071,G25OR-S21,13,True,13,6838.011860524502,26780.059302622496,237,232,0,0,0,0,0,0,0,0,0.08160924911499023
uniform,4,99071,G21A,13,True,13,7608.674146374272,30793.370731871346,234,215,0,0,0,13,11,2,9,0,0.330061674118042
uniform,4,99072,G25OR-S21,11,True,11,6690.443134231732,25772.21567115866,248,241,0,0,0,0,0,0,0,0,0.0825812816619873
uniform,4,99072,G21A,11,True,11,6992.533433056702,27687.667165283514,235,222,1,0,0,11,11,0,8,0,0.2723405361175537
uniform,4,99073,G25OR-S21,15,True,15,6948.220549125462,27931.102745627315,216,207,0,0,0,0,0,0,0,0,0.08438301086425781
uniform,4,99073,G21A,15,True,15,8012.689864584929,32993.44932292463,230,189,0,0,0,14,10,4,10,0,0.4062318801879883
