mode,seed,method,sources,success,cleared,virtual_time_s,distance_m,measure_calls,clear_calls,failed_clear
4,160018,O2,16,True,16,8028.325014237528,27136.625071187635,424,16,0
4,160018,O3,16,True,16,7429.325014237526,27136.625071187635,324,16,0
4,160018,O0,16,True,16,2169.4616573225753,10447.308286612875,0,16,0
4,160019,G25OR,12,True,12,6878.826894062313,25779.134470311565,279,12,0
4,160019,O1,12,True,12,4570.980161605091,20174.90080802546,80,12,0
4,160019,O2,12,True,12,5957.53638309998,22352.6819154999,242,12,0
4,160019,O3,12,True,12,3101.1251159923654,13990.625579961823,42,12,0
4,160019,O0,12,True,12,1545.4155468349654,7427.077734174826,0,12,0
4,160020,G25OR,15,True,15,7747.876066650629,30234.380333253164,273,15,0
4,160020,O1,15,True,15,6711.317197058037,28806.585985290207,148,15,0
4,160020,O2,15,True,15,6641.222708656588,26681.113543282943,209,15,0
4,160020,O3,15,True,15,5229.629348609969,23338.14674304985,84,15,0
4,160020,O0,15,True,15,2011.3564921219072,9681.782460609536,0,15,0
4,160021,G25OR,10,True,10,8733.345093858696,28926.725469293495,489,10,0
4,160021,O1,10,True,10,7234.345093858697,28926.725469293495,239,10,0
4,160021,O2,10,True,10,7624.471130706884,24342.35565353442,455,10,0
4,160021,O3,10,True,10,5919.955098612748,23314.775493063746,205,10,0
4,160021,O0,10,True,10,1994.1265213060299,9720.63260653015,0,10,0
4,160022,G25OR,15,True,15,7156.580225062551,27937.90112531276,250,15,0
4,160022,O1,15,True,15,6072.68145351749,26263.407267587445,125,15,0
4,160022,O2,15,True,15,6736.35757488469,27281.787874423444,205,15,0
4,160022,O3,15,True,15,4782.296454417601,21201.482272088004,80,15,0
4,160022,O0,15,True,15,1936.464028817106,9307.320144085526,0,15,0
4,160023,G25OR,14,True,14,6483.417250718245,25237.086253591227,229,14,0
4,160023,O1,14,True,14,4484.138703669585,19725.69351834792,79,14,0
4,160023,O2,14,True,14,6015.643640112046,24358.218200560226,183,14,0
4,160023,O3,14,True,14,3079.739555274162,14093.697776370807,33,14,0
