mode,seed,kind,sources,success,cleared,virtual_time_s,time_per_source_s,distance_m,measures,switches,clear_calls,failed_clear,cost_identity_error_s
4,260063,edge,13,True,13,9051.264612724823,696.2511240557556,34056.323063624106,370,322,14,1,1.8189894035458565e-12
4,260064,uniform,13,True,13,6036.673986540615,464.3595374262012,22138.369932703077,258,254,13,0,0.0
4,260065,uniform,15,True,15,7601.493492178943,506.7662328119295,29937.467460894706,260,239,15,0,1.8189894035458565e-12
4,260066,edge,16,True,16,7386.47338275387,461.6545864221169,30412.366913769354,213,159,16,0,-9.094947017729282e-13
4,260067,uniform,16,True,16,5468.043356804581,341.7527098002863,20910.216784022905,203,191,16,0,0.0
4,260068,uniform,10,True,10,6248.626674455252,624.8626674455252,21353.13337227626,323,313,10,0,0.0
4,260069,edge,13,True,13,8654.834593479085,665.7565071906988,34014.17296739543,303,272,13,0,-1.8189894035458565e-12
4,260070,uniform,11,True,11,6685.667242917637,607.7879311743307,24138.336214588195,303,288,11,0,-1.8189894035458565e-12
4,260071,uniform,10,True,10,6181.507531773238,618.1507531773238,20962.537658866182,325,311,11,1,1.8189894035458565e-12
4,260072,edge,10,True,10,9035.247960229079,903.5247960229078,33051.23980114538,403,360,10,0,3.637978807091713e-12
4,260073,uniform,11,True,11,6532.4205586259595,593.8564144205418,23472.102793129805,299,288,11,0,-1.8189894035458565e-12
4,260074,uniform,15,True,15,5881.814056465563,392.1209370977042,21449.07028232782,254,247,15,0,-9.094947017729282e-13
4,260075,edge,14,True,14,9704.620461751174,693.1871758393696,37933.102308755886,352,288,14,0,-3.637978807091713e-12
4,260076,uniform,11,True,11,6057.892591470846,550.7175083155315,20419.462957354233,322,309,11,0,-9.094947017729282e-13
4,260077,uniform,12,True,12,6811.524831149817,567.6270692624847,25497.624155749087,278,262,12,0,0.0
4,260078,edge,14,True,14,9156.9562683704,654.0683048836,36184.78134185201,315,275,14,0,-1.8189894035458565e-12
4,260079,uniform,13,True,13,6558.63756623735,504.5105820182577,23633.187831186755,297,282,13,0,-9.094947017729282e-13
4,260080,uniform,10,True,10,6027.351532982061,602.7351532982061,21236.757664910314,291,275,10,0,-1.8189894035458565e-12
4,260081,edge,14,True,14,9094.765132172806,649.6260808694861,35578.825660864044,326,276,15,1,-1.8189894035458565e-12
4,260082,uniform,14,True,14,6102.621286755189,435.90152048251355,23193.106433775953,234,224,14,0,-9.094947017729282e-13
4,260083,uniform,15,True,15,6118.154084853407,407.87693899022713,22555.770424267026,257,247,15,0,1.8189894035458565e-12
4,260084,edge,12,True,12,9247.911257133544,770.6592714277954,34719.556285667706,385,319,12,0,3.637978807091713e-12
4,260085,uniform,10,True,10,6931.540434154145,693.1540434154145,24037.70217077073,348,334,10,0,-9.094947017729282e-13
4,260086,uniform,13,True,13,6849.852121189317,526.9117016299474,26134.26060594659,262,248,13,0,-1.8189894035458565e-12
4,260087,edge,14,True,14,8718.872419473737,622.7766013909812,33764.36209736868,321,291,14,0,1.8189894035458565e-12
4,260088,uniform,13,True,13,6094.408218200694,468.80063216928414,22827.041091003477,246,234,13,0,-9.094947017729282e-13
4,260089,uniform,13,True,13,6360.872621669255,489.29789397455806,23314.36310834627,275,258,13,0,9.094947017729282e-13
4,260090,edge,15,True,15,10312.92475206116,687.5283168040773,40829.62376030581,356,292,15,0,-1.8189894035458565e-12
4,260091,uniform,14,True,14,6011.021053210482,429.3586466578916,22440.105266052422,244,233,14,0,-2.7284841053187847e-12
4,260092,uniform,12,True,12,6500.811137134036,541.7342614278363,22764.055685670184,316,308,12,0,-9.094947017729282e-13
4,260093,edge,12,True,12,9382.30314418974,781.858595349145,35811.5157209487,368,320,12,0,0.0
4,260094,uniform,12,True,12,6293.001884738585,524.4168237282155,22570.009423692933,288,276,13,1,-9.094947017729282e-13
4,260095,uniform,14,True,14,6343.298734675351,453.09276676252506,23811.493673376757,253,246,14,0,-9.094947017729282e-13
4,260096,edge,14,True,14,8101.852743354858,578.7037673824899,31369.263716774294,300,258,14,0,-9.094947017729282e-13
4,260097,uniform,10,True,10,7439.942584578493,743.9942584578492,26934.712922892468,336,323,10,0,-9.094947017729282e-13
4,260098,uniform,10,True,10,6581.723040016019,658.1723040016019,22508.615200080094,341,325,10,0,0.0
4,260099,edge,11,True,11,8987.50458545712,817.0458714051928,33867.52292728561,366,329,11,0,-1.8189894035458565e-12
4,260100,uniform,12,True,12,6410.055405543231,534.1712837952692,22645.277027716147,305,296,12,0,1.8189894035458565e-12
4,260101,uniform,13,True,13,6191.503834052641,476.269525696357,21982.5191702632,290,280,13,0,9.094947017729282e-13
4,260102,edge,13,True,13,8779.659746835516,675.3584420642704,34048.29873417758,324,285,13,0,0.0
4,260103,uniform,10,True,10,5896.308821282608,589.6308821282607,20246.54410641305,302,287,10,0,-1.8189894035458565e-12
4,260104,uniform,12,True,12,6388.997258560633,532.4164382133861,23099.986292803165,287,274,12,0,0.0
4,260105,edge,13,True,13,8958.342477477234,689.1032674982488,33811.71238738618,365,306,13,0,-1.8189894035458565e-12
4,260106,uniform,10,True,10,6101.930430667745,610.1930430667745,21054.652153338728,309,296,10,0,-9.094947017729282e-13
4,260107,uniform,16,True,16,6613.37772147902,413.33610759243874,25816.888607395107,231,215,16,0,-1.8189894035458565e-12
4,260108,edge,15,True,15,8693.138124034991,579.5425416023328,34370.69062017495,298,251,16,1,0.0
4,260109,uniform,15,True,15,7295.704185057992,486.3802790038661,27998.520925289955,273,256,15,0,9.094947017729282e-13
4,260110,uniform,15,True,15,5837.498753715709,389.1665835810473,22412.493768578544,215,205,15,0,9.094947017729282e-13
4,260111,edge,14,True,14,9388.903007709881,670.6359291221344,37504.51503854941,310,268,14,0,-1.8189894035458565e-12
4,260112,uniform,11,True,11,6301.397671856651,572.8543338051501,22301.988359283252,299,291,11,0,9.094947017729282e-13
4,260113,uniform,15,True,15,6647.036125709188,443.1357417139459,25980.18062854595,231,221,15,0,-1.8189894035458565e-12
4,260114,edge,16,True,16,8460.981862821993,528.8113664263745,34414.90931410998,261,193,16,0,-3.637978807091713e-12
4,260115,uniform,13,True,13,6621.1996568766135,509.32305052897027,24580.998284383066,275,265,13,0,0.0
4,260116,uniform,11,True,11,5780.873177580179,525.5339252345617,20269.36588790089,281,267,11,0,9.094947017729282e-13
4,260117,edge,15,True,15,8488.761805143846,565.9174536762564,33338.809025719216,297,258,16,1,1.8189894035458565e-12
4,260118,uniform,13,True,13,5773.412648015927,444.10866523199434,20872.06324007963,257,249,13,0,0.0
4,260119,uniform,13,True,13,6654.892091321789,511.9147762555222,24269.460456608944,291,281,13,0,0.0
4,260120,edge,16,True,16,8511.498864534231,531.9686790333894,34792.494322671155,257,188,16,0,0.0
4,260121,uniform,15,True,15,7361.405734153555,490.76038227690367,27802.02867076777,290,276,15,0,1.8189894035458565e-12
4,260122,uniform,16,True,16,5515.021058549735,344.68881615935845,21520.105292748674,191,176,16,0,0.0
4,260123,edge,11,True,11,9208.19799804504,837.1089089131855,33755.98999022521,409,357,11,0,-1.8189894035458565e-12
4,260124,uniform,15,True,15,6618.641343193461,441.2427562128974,25868.20671596731,230,220,15,0,-9.094947017729282e-13
4,260125,uniform,10,True,10,6477.492632106925,647.7492632106926,22782.463160534626,314,301,10,0,0.0
4,260126,edge,15,True,15,9519.770863271153,634.6513908847435,37163.85431635578,345,287,15,0,-1.8189894035458565e-12
4,260127,uniform,10,True,10,7243.421088097842,724.3421088097841,25927.105440489206,337,323,10,0,9.094947017729282e-13
4,260128,uniform,12,True,12,6093.505827019831,507.79215225165257,20907.529135099154,310,302,12,0,0.0
4,260129,edge,13,True,13,9569.596238867927,736.1227876052252,36737.98119433964,368,317,13,0,-1.8189894035458565e-12
4,260130,uniform,11,True,11,6694.347370404986,608.5770336731805,23891.736852024933,313,296,11,0,-9.094947017729282e-13
4,260131,uniform,11,True,11,5975.65624137239,543.241476488399,20878.28120686193,293,280,11,0,3.637978807091713e-12
4,260132,edge,13,True,13,9003.690166262042,692.5915512509263,35193.45083131022,322,290,13,0,-1.8189894035458565e-12
4,260133,uniform,13,True,13,6048.147791505642,465.2421378081263,21640.73895752821,277,270,13,0,0.0
4,260134,uniform,16,True,16,6240.433552030681,390.0270970019176,24002.167760153414,230,210,16,0,-1.8189894035458565e-12
4,260135,edge,15,True,15,9660.585737160736,644.039049144049,37902.92868580369,344,285,15,0,-1.8189894035458565e-12
4,260136,uniform,16,True,16,4594.2621687905,287.14138554940627,18146.3108439525,150,135,16,0,9.094947017729282e-13
4,260137,uniform,10,True,10,6213.538620633827,621.3538620633827,20147.693103169135,358,344,10,0,0.0
4,260138,edge,14,True,14,8925.864839585147,637.5617742560819,34394.32419792576,337,292,14,0,-5.4569682106375694e-12
4,260139,uniform,15,True,15,6179.004437362147,411.93362915747645,23070.022186810733,250,240,15,0,0.0
4,260140,uniform,16,True,16,5328.823850779396,333.05149067371224,19764.11925389697,219,201,16,0,1.8189894035458565e-12
4,260141,edge,10,True,10,8487.197638221201,848.7197638221202,31455.988191105997,363,331,10,0,1.8189894035458565e-12
4,260142,uniform,14,True,14,5790.608876281222,413.614919734373,21418.04438140611,241,232,14,0,0.0
4,260143,uniform,10,True,10,6735.324072024988,673.5324072024988,22851.62036012495,355,340,10,0,-2.7284841053187847e-12
4,260144,edge,11,True,11,8861.524192911478,805.593108446498,32972.62096455739,376,332,11,0,0.0
4,260145,uniform,15,True,15,5768.7542110426475,384.58361406950985,22383.771055213245,205,192,15,0,-1.8189894035458565e-12
4,260146,uniform,12,True,12,6071.092146239676,505.92434551997303,22830.460731198393,243,230,12,0,-1.8189894035458565e-12
4,260147,edge,16,True,16,7524.468000811424,470.279250050714,30982.34000405713,213,183,16,0,-1.8189894035458565e-12
4,260148,uniform,15,True,15,6727.1916283753135,448.47944189168754,25710.958141876563,254,240,15,0,9.094947017729282e-13
4,260149,uniform,13,True,13,6205.908346520823,477.3775651169864,23174.541732604106,253,241,13,0,1.8189894035458565e-12
4,260150,edge,14,True,14,9273.13446227298,662.3667473052128,36790.6723113649,313,280,14,0,0.0
4,260151,uniform,12,True,12,6757.980407790408,563.165033982534,23904.90203895203,321,312,12,0,1.8189894035458565e-12
4,260152,uniform,11,True,11,6453.222224168566,586.656565833506,22801.11112084283,308,298,11,0,0.0
4,260153,edge,12,True,12,9157.165619232594,763.0971349360494,34775.82809616299,365,317,12,0,-5.4569682106375694e-12
4,260154,uniform,15,True,15,6501.1125926124505,433.40750617416336,25275.56296306226,230,221,15,0,-1.8189894035458565e-12
4,260155,uniform,12,True,12,6415.111115489015,534.5925929574179,22125.55557744507,324,310,12,0,9.094947017729282e-13
4,260156,edge,10,True,10,8594.272427441969,859.4272427441969,32521.36213720985,344,320,10,0,-1.8189894035458565e-12
4,260157,uniform,12,True,12,6436.1762287288075,536.3480190607339,22030.881143644026,330,320,12,0,1.8189894035458565e-12
4,260158,uniform,10,True,10,5996.8677653672,599.68677653672,20074.338826835996,324,312,10,0,9.094947017729282e-13
4,260159,edge,15,True,15,9520.278641280234,634.6852427520156,38766.39320640116,289,247,15,0,1.8189894035458565e-12
4,260160,uniform,15,True,15,5878.768800266844,391.9179200177896,22008.844001334215,235,227,15,0,9.094947017729282e-13
4,260161,uniform,12,True,12,7266.290942180139,605.5242451816782,25461.45471090069,355,339,12,0,9.094947017729282e-13
4,260162,edge,11,True,11,8988.296649451551,817.1178772228683,33811.48324725779,368,331,11,0,-7.275957614183426e-12
4,260163,uniform,16,True,16,4571.798087752736,285.737380484546,17838.990438763678,157,139,16,0,9.094947017729282e-13
4,260164,uniform,12,True,12,5873.211008541605,489.4342507118004,21036.055042708023,270,256,12,0,9.094947017729282e-13
4,260165,edge,11,True,11,9259.724809776404,841.7931645251276,35313.62404888205,364,322,11,0,-5.4569682106375694e-12
4,260166,uniform,11,True,11,6265.83367257454,569.6212429613219,22229.168362872708,296,285,11,0,-9.094947017729282e-13
4,260167,uniform,13,True,13,6141.451170196381,472.419320784337,21572.255850981914,295,287,13,0,-1.8189894035458565e-12
4,260168,edge,15,True,15,9547.180157667442,636.4786771778295,37585.90078833722,335,277,16,1,-1.8189894035458565e-12
4,260169,uniform,16,True,16,6203.483908874141,387.7177443046338,23692.419544370707,233,220,16,0,0.0
4,260170,uniform,16,True,16,5661.4057782689515,353.83786114180947,23032.028891344755,167,140,16,0,9.094947017729282e-13
4,260171,edge,12,True,12,9367.726260074309,780.6438550061924,35018.63130037155,395,329,12,0,0.0
4,260172,uniform,13,True,13,7096.439482249379,545.8799601730291,25817.197411246896,314,298,13,0,-9.094947017729282e-13
4,260173,uniform,16,True,16,5326.707499928391,332.91921874552446,20163.53749964196,205,189,16,0,-9.094947017729282e-13
4,260174,edge,13,True,13,7414.235728076292,570.3258252366378,28411.17864038146,282,257,13,0,0.0
4,260175,uniform,14,True,14,6469.463176539154,462.1045126099396,23812.31588269577,275,262,14,0,0.0
4,260176,uniform,16,True,16,5430.379695969943,339.39873099812144,21656.89847984972,173,154,16,0,-9.094947017729282e-13
4,260177,edge,10,True,10,8684.881973950449,868.4881973950448,32109.40986975225,374,343,10,0,-1.8189894035458565e-12
4,260178,uniform,12,True,12,6315.345078532556,526.2787565443797,21841.725392662775,316,307,12,0,9.094947017729282e-13
4,260179,uniform,16,True,16,3934.47165265859,245.90447829116187,14902.35826329295,147,139,16,0,0.0
4,260180,edge,12,True,12,9816.325694292178,818.0271411910148,37251.62847146088,395,331,12,0,1.8189894035458565e-12
4,260181,uniform,11,True,11,6579.238730037437,598.1126118215851,22926.19365018719,325,314,11,0,-9.094947017729282e-13
4,260182,uniform,11,True,11,6479.74281085278,589.0675282593437,22018.714054263903,338,331,11,0,0.0
4,260183,edge,13,True,13,9233.55976027514,710.2738277134723,35947.798801375735,337,294,13,0,-7.275957614183426e-12
4,260184,uniform,13,True,13,6989.9107436256345,537.6854418173565,25819.553718128176,295,286,13,0,-9.094947017729282e-13
4,260185,uniform,12,True,12,6247.710707625454,520.6425589687879,22258.55353812727,291,281,12,0,0.0
4,260186,edge,15,True,15,8924.633802174689,594.9755868116459,35433.16901087346,300,260,16,1,-3.637978807091713e-12
4,260187,uniform,16,True,16,3472.5622338471812,217.03513961544883,13197.811169235909,127,118,16,0,-4.547473508864641e-13
4,260188,uniform,10,True,10,6506.98828713194,650.698828713194,22444.9414356597,330,318,10,0,-9.094947017729282e-13
4,260189,edge,14,True,14,8742.390593963011,624.456470997358,33996.95296981507,320,273,14,0,-3.637978807091713e-12
4,260190,uniform,11,True,11,7271.582687708473,661.0529716098612,26592.913438542368,318,308,11,0,-9.094947017729282e-13
4,260191,uniform,14,True,14,6817.797636662922,486.985545475923,26333.988183314614,249,236,14,0,-9.094947017729282e-13
4,260192,edge,15,True,15,9470.688733638051,631.3792489092034,37943.44366819028,310,257,15,0,-5.4569682106375694e-12
4,260193,uniform,11,True,11,6216.385757952145,565.1259779956495,22161.928789760725,290,279,11,0,0.0
4,260194,uniform,10,True,10,6731.40547878117,673.140547878117,23822.02739390585,321,312,10,0,0.0
4,260195,edge,16,True,16,7361.456251128284,460.09101569551774,30072.28125564143,222,154,17,1,-1.8189894035458565e-12
4,260196,uniform,15,True,15,5606.7788477293325,373.78525651528884,21503.89423864667,207,196,15,0,-1.8189894035458565e-12
4,260197,uniform,14,True,14,6128.207321786521,437.7290944133229,22891.036608932613,248,240,14,0,-1.8189894035458565e-12
4,260198,edge,16,True,16,7608.225510209153,475.51409438807207,30611.12755104577,241,201,16,0,-9.094947017729282e-13
4,260199,uniform,12,True,12,5841.314825515605,486.7762354596337,20916.574127578013,269,253,12,0,1.8189894035458565e-12
